diaSemana,horaInici,horaFi,materia,professorId,grupId,aulaId
Dimecres,13:30,14:30,,MA,3rB,
Dimecres,13:30,14:30,,A,3rC,
Dimecres,13:30,14:30,,AP,3rD,
Dimecres,13:30,14:30,,IM,4tA,
Dimecres,13:30,14:30,,LM,4tB,
Dimecres,13:30,14:30,,MV,4tC,
Dijous,8:00,9:00,,MCY,1rA,
Dijous,8:00,9:00,,JT,1rB,
Dijous,8:00,9:00,,PF,1rC,
Dijous,8:00,9:00,,LC,2nA,
Dijous,8:00,9:00,,JM,2nB,
Dijous,8:00,9:00,,LA,2nC,
Dijous,8:00,9:00,,F,3rA,
Dijous,8:00,9:00,,MV,3rB,
Dijous,8:00,9:00,,CM,3rC,
Dijous,8:00,9:00,,AF,3rD,
Dijous,8:00,9:00,,L,4tA,
Dijous,8:00,9:00,,MÇ,4tB,
Dijous,8:00,9:00,,AP,4tC,
Dijous,9:00,10:00,,MA,1rA,
Dijous,9:00,10:00,,A,1rB,
Dijous,9:00,10:00,,S,1rC,
Dijous,9:00,10:00,,MS,2nA,
Dijous,9:00,10:00,,MCY,2nB,
Dijous,9:00,10:00,,PF,2nC,
Dijous,9:00,10:00,,LM,3rA,
Dijous,9:00,10:00,,F,3rB,
Dijous,9:00,10:00,,MV,3rC,
Dijous,9:00,10:00,,JC,3rD,
Dijous,9:00,10:00,,IZ,4tA,
Dijous,9:00,10:00,,IM,4tB,
Dijous,9:00,10:00,,BR,4tC,
Dijous,10:00,11:00,,MA,1rA,
Dijous,10:00,11:00,,A,1rB,
Dijous,10:00,11:00,,S,1rC,
Dijous,10:00,11:00,,LA,2nA,
Dijous,10:00,11:00,,LC,2nB,
Dijous,10:00,11:00,,F,2nC,
Dijous,10:00,11:00,,R,3rA,
Dijous,10:00,11:00,,LM,3rB,
Dijous,10:00,11:00,,MS,3rC,
Dijous,10:00,11:00,,PF,3rD,
Dijous,10:00,11:00,,AF,4tA,
Dijous,10:00,11:00,,AN,4tB,
Dijous,10:00,11:00,,NM,4tC,
Dijous,11:00,11:30,,MS,1rA,
Dijous,11:30,12:30,,CM,1rA,
Dijous,11:30,12:30,,MCY,1rB,
Dijous,11:30,12:30,,R,1rC,
Dijous,11:30,12:30,,AN,2nA,
Dijous,11:30,12:30,,JM,2nB,
Dijous,11:30,12:30,,NM,2nC,
Dijous,11:30,12:30,,L,3rA,
Dijous,11:30,12:30,,MA,3rB,
Dijous,11:30,12:30,,A,3rC,
Dijous,11:30,12:30,,AP,3rD,
Dijous,11:30,12:30,,IM,4tA,
Dijous,11:30,12:30,,LM,4tB,
Dijous,11:30,12:30,,MV,4tC,
Dijous,12:30,13:30,,CM,1rA,
Dijous,12:30,13:30,,LC (1r I 3r trim) R (2ntrim),1rB,
Dijous,12:30,13:30,,PF,1rC,
Dijous,12:30,13:30,,AN,2nA,
Dijous,12:30,13:30,,JM,2nB,
Dijous,12:30,13:30,,NM,2nC,
Dijous,12:30,13:30,,L,3rA,
Dijous,12:30,13:30,,MA,3rB,
Dijous,12:30,13:30,,A,3rC,
Dijous,12:30,13:30,,AP,3rD,
Dijous,12:30,13:30,,LM,4tA,
Dijous,12:30,13:30,,JC,4tB,
Dijous,12:30,13:30,,IM,4tC,
Dijous,13:30,14:30,,MCY,1rA,
Dijous,13:30,14:30,,CM,1rB,
Dijous,13:30,14:30,,S,1rC,
Dijous,13:30,14:30,,F,2nA,
Dijous,13:30,14:30,,LA,2nB,
Dijous,13:30,14:30,,LC,2nC,
Dijous,13:30,14:30,,PF,3rA,
Dijous,13:30,14:30,,R,3rB,
Dijous,13:30,14:30,,LM,3rC,
Dijous,13:30,14:30,,MS,3rD,
Dijous,13:30,14:30,,DP,4tA,
Dijous,13:30,14:30,,IZ,4tB,
Dijous,13:30,14:30,,JC,4tC,
Dijous,8:00,9:00,,MCY,1rA,
Dijous,8:00,9:00,,JT,1rB,
Dijous,8:00,9:00,,LA,1rC,
Dijous,8:00,9:00,,LC,2nA,
Dijous,8:00,9:00,,JM,2nB,
Dijous,8:00,9:00,,PF,2nC,
Dijous,8:00,9:00,,F,3rA,
Dijous,8:00,9:00,,MV,3rB,
Dijous,8:00,9:00,,CM,3rC,
Dijous,8:00,9:00,,AF,3rD,
Dijous,8:00,9:00,,L,4tA,
Dijous,8:00,9:00,,MÇ,4tB,
Dijous,8:00,9:00,,AP,4tC,
Dijous,9:00,10:00,,MA,1rA,
Dijous,9:00,10:00,,A,1rB,
Dijous,9:00,10:00,,S,1rC,
Dijous,9:00,10:00,,MS,2nA,
Dijous,9:00,10:00,,MCY,2nB,
Dijous,9:00,10:00,,PF,2nC,
Dijous,9:00,10:00,,IZ,3rA,
Dijous,9:00,10:00,,BR,3rB,
Dijous,9:00,10:00,,MV,3rC,
Dijous,9:00,10:00,,JC,3rD,
Dijous,9:00,10:00,,LM,4tA,
Dijous,9:00,10:00,,IM,4tB,
Dijous,9:00,10:00,,F,4tC,
Dijous,10:00,11:00,,MA,1rA,
Dijous,10:00,11:00,,A,1rB,
Dijous,10:00,11:00,,S,1rC,
Dijous,10:00,11:00,,PF,2nA,
Dijous,10:00,11:00,,LC,2nB,
Dijous,10:00,11:00,,F,2nC,
Dijous,10:00,11:00,,R,3rA,
Dijous,10:00,11:00,,LM,3rB,
Dijous,10:00,11:00,,MS,3rC,
Dijous,10:00,11:00,,LA,3rD,
Dijous,10:00,11:00,,AF,4tA,
Dijous,10:00,11:00,,AN,4tB,
Dijous,10:00,11:00,,NM,4tC,
Dijous,11:30,12:30,,IZ,1rA,
Dijous,11:30,12:30,,MCY,1rB,
Dijous,11:30,12:30,,R,1rC,
Dijous,11:30,12:30,,AN,2nA,
Dijous,11:30,12:30,,JM,2nB,
Dijous,11:30,12:30,,NM,2nC,
Dijous,11:30,12:30,,L,3rA,
Dijous,11:30,12:30,,MA,3rB,
Dijous,11:30,12:30,,A,3rC,
Dijous,11:30,12:30,,AP,3rD,
Dijous,11:30,12:30,,IM,4tA,
Dijous,11:30,12:30,,LM,4tB,
Dijous,11:30,12:30,,MV,4tC,
Dijous,12:30,13:30,,IZ,1rA,
